year,first_name,middle_name,last_name,affiliation,original specialization,modified specializationmemoriam,email_affiliation,related_aff,umbrella_spec,,
1969,James,E.,McGuigan,[],[],[],['ASCI'],[],[],,
1969,William,J.,Mellman,[],[],[],['ASCI'],[],[],,
1969,Charles,,Mengel,[],[],[],['ASCI'],[],[],,
1969,Thomas,C.,Merigan,['Stanford University School of Medicine'],"['Drug Development', 'Vaccines', 'Infectious Disease']",['Infectious Disease'],['ASCI'],['Stanford University Affiliates*'],"['Stanford University School of Medicine', 'Stanford, Institute for Stem Cell Biology and Regenerative Medicine']",,
1969,Ralph,C.,Morris,"['University of California, San Francisco, School of Medicine']","['Hypertension', 'Pediatrics', 'Nephrology']","['Pediatrics', 'Nephrology']",['ASCI'],[],[],,
1969,Beverley,E. Pearson,Murphy,['McGill University Faculty of Medicine'],"['Neurobiology', 'Biophysics', 'Internal Medicine', 'Developmental Biology', 'Physiology', 'Metabolism', 'Psychiatry', 'Endocrinology', 'Laboratory Medicine', 'Biochemistry', 'Biomedical Engineering']","['Internal Medicine', 'Metabolism', 'Psychiatry', 'Endocrinology', 'Laboratory Medicine']",['ASCI'],[],[],,
1969,Harold,C,Neu,[],[],[],['ASCI'],[],[],,
1969,C.,Kirk,Osterland,[],[],[],['ASCI'],[],[],,
1969,Robert,H.,Palmer,"['Forest Labs Inc', 'Columbia University College of Physicians & Surgeons']","['Drug Development', 'Internal Medicine', 'Metabolism', 'Pharmacology', 'Hepatology', 'Gastroenterology', 'Rheumatology']","['Internal Medicine', 'Metabolism', 'Hepatology', 'Gastroenterology', 'Rheumatology']",['ASCI'],[],[],,
1969,Frank,,Parker,[],[],[],['ASCI'],[],[],,
1969,Claude,F.,Reed,[],[],[],['ASCI'],[],[],,
1969,Morris,,Reichlin,[],[],[],['ASCI'],[],[],,
1969,Jack,S.,Remington,[],[],[],['ASCI'],[],[],,
1969,Jesse,,Roth,['Albert Einstein College of Medicine of Yeshiva University'],"['Endocrinology', 'Geriatrics', 'Genetics']","['Endocrinology', 'Geriatrics', 'Genetics']",['ASCI'],[],[],,
1969,Stuart,F.,Schlossman,"['Harvard Medical School', 'Harvard Medical School, Dana-Farber Cancer Institute']","['Immunology', 'Hematology']",['Hematology'],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1969,Leslie,J,Schoenfield,[],[],[],['ASCI'],[],[],,
1969,John,R.,Senior,['Food and Drug Administration'],"['Hematology', 'Internal Medicine', 'Gastroenterology', 'Hepatology', 'Metabolism', 'Biochemistry', 'Pharmacology']","['Hematology', 'Internal Medicine', 'Gastroenterology', 'Hepatology', 'Metabolism']",['ASCI'],[],[],,
1969,John,T,Sharp,[],[],[],['ASCI'],[],[],,
1969,Donald,M.,Small,[],[],[],['ASCI'],[],[],,
1969,Konrad,H.,Soergel,[],[],[],['ASCI'],[],[],,
1969,Jr.,,Taylor,['Oklahoma Medical Research Foundation'],"['Bioethics', 'Internal Medicine', 'Infectious Disease', 'Allergy', 'Hematology', 'Cardiovascular Disease', 'Critical Care Medicine', 'Microbiology']","['Internal Medicine', 'Infectious Disease', 'Allergy', 'Hematology', 'Cardiovascular Disease', 'Critical Care Medicine', 'Microbiology']",['ASCI'],[],[],,
1969,Elliot,S.,Vesell,[],[],[],['ASCI'],[],[],,
1969,Kenneth,L,Vosti,[],[],[],['ASCI'],[],[],,
1969,John,F.,Williams,['Wishard Health Services'],['Cardiology'],['Cardiology'],['ASCI'],[],[],,
1969,John,B.,Zabriskie,[],[],[],['ASCI'],[],[],,
1970,Ronald,A.,Arky,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Metabolism', 'Diabetes', 'Internal Medicine', 'General Medicine', 'Health services research', 'Endocrinology', 'Bioethics']","['Metabolism', 'Diabetes', 'Internal Medicine', 'General Medicine', 'Endocrinology']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1970,Arthur,,Bank,[],[],[],['ASCI'],[],[],,
1970,John,,Bethune,[],[],[],['ASCI'],[],[],,
1970,William,G,Blackard,[],[],[],['ASCI'],[],[],,
1970,Phyllis,T.,Bodel,[],[],[],['ASCI'],[],[],,
1970,Arend,,Bouhuys,[],[],[],['ASCI'],[],[],,
1970,Edward,R.,Burka,[],[],[],['ASCI'],[],[],,
1970,Jr.,,Butler,[],[],[],['ASCI'],[],[],,
1970,Charles,B.,Carpenter,[],[],[],['ASCI'],[],[],,
1970,James,,Christensen,[],[],[],['ASCI'],[],[],,
1970,Hartwig,,Cleve,[],[],[],['ASCI'],[],[],,
1970,Sidney,R.,Cooperband,[],[],[],['ASCI'],[],[],,
1970,John,C.,Crawhall,['McGill University Faculty of Medicine'],"['Laboratory Medicine', 'Biochemistry', 'Endocrinology', 'Metabolism']","['Laboratory Medicine', 'Endocrinology', 'Metabolism']",['ASCI'],[],[],,
1970,Paul,,Dreizen,['SUNY Downstate Medical Center'],"['Internal Medicine', 'Biophysics', 'Cardiology', 'Biochemistry', 'Physiology']","['Internal Medicine', 'Cardiology']",['ASCI'],[],[],,
1970,Charles,J.,Epstein,[],[],[],['ASCI'],[],[],,
1970,Stephen,E.,Epstein,['Washington Hospital Center'],"['Bone marrow transplantation', 'Infectious Disease', 'Physiology', 'Immunology', 'Developmental Biology', 'Virology', 'Administration', 'Cardiology', 'Cardiovascular Disease', 'Gene Transfer/Gene Therapy', 'Molecular Biology', 'Genetics', 'Cell Biology']","['Bone marrow transplantation', 'Infectious Disease', 'Cardiology', 'Cardiovascular Disease', 'Genetics']",['ASCI'],['Washington Hospital Center Affiliates*'],"['Washington Hospital Center', 'Washington Hospital Center, Medstar Research Institute']",,
1970,Philip,J,Fialkow,[],[],[],['ASCI'],[],[],,
1970,Walter,,Fried,[],['Hematology'],['Hematology'],['ASCI'],[],[],,
1970,Gerald,,Glick,[],[],[],['ASCI'],[],[],,
1970,Phil,,Gold,['McGill University Faculty of Medicine'],"['Physiology', 'Allergy', 'Immunology', 'Bioethics', 'Developmental Biology', 'Molecular Biology', 'Health services research', 'Cell Biology', 'Administration', 'Biochemistry', 'Genetics']","['Allergy', 'Genetics']",['ASCI'],[],[],,
1970,Emil,C.,Gotschlich,['The Rockefeller University'],"['Administration', 'Vaccines', 'Immunology', 'Microbiology', 'Infectious Disease']","['Microbiology', 'Infectious Disease']",['ASCI'],[],[],,
1970,Gareth,,Green,[],[],[],['ASCI'],[],[],,
1970,Lauran,D,Harris,[],[],[],['ASCI'],[],[],,
1970,Jr.,,Hood,['University of Washington School of Medicine'],['Cardiovascular Disease'],['Cardiovascular Disease'],['ASCI'],[],[],,
1970,Jacques,I.,Kessler,"['McGill University Faculty of Medicine', 'Royal Victoria Hospital']","['Internal Medicine', 'Hepatology', 'Gastroenterology']","['Internal Medicine', 'Hepatology', 'Gastroenterology']",['ASCI'],[],[],,
1970,Saulo,,Klahr,[],[],[],['ASCI'],[],[],,
1970,Francis,J.,Klocke,['Northwestern University Feinberg School of Medicine'],"['Physiology', 'Internal Medicine', 'Cardiovascular Disease', 'Administration', 'Cardiology']","['Internal Medicine', 'Cardiovascular Disease', 'Cardiology']",['ASCI'],['Northwestern University Affiliates*'],"['Northwestern Memorial Hospital', 'Northwestern University Feinberg School of Medicine']",,
1970,Stanley,,Korenman,"['University of California, Los Angeles, David Geffen School of Medicine']","['Endocrinology', 'Internal Medicine', 'Bioethics']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1970,Stuart,,Kornfeld,['Washington University School of Medicine in St. Louis'],"['Glycobiology', 'Hematology', 'Cell Biology']",['Hematology'],['ASCI'],[],[],,
1970,Nechama,S.,Kosower,['Tel-Aviv University Sackler School of Medicine'],"['Cell Biology', 'Genetics', 'Hematology']","['Genetics', 'Hematology']",['ASCI'],[],[],,
1970,Dorothy,T,Krieger,[],[],[],['ASCI'],[],[],,
1970,Jack,,Levin,"['University of California, San Francisco, School of Medicine']","['Cell Biology', 'Hematology']",['Hematology'],['ASCI'],[],[],,
1970,Robert,J.,Levine,[],[],[],['ASCI'],[],[],,
1970,Robert,I,Levy,[],[],[],['ASCI'],[],[],,
1970,Lawrence,M.,Lichtenstein,[],"['Immunology', 'Allergy']",['Allergy'],['ASCI'],[],[],,
1970,Donald,M.,Marcus,['Baylor College of Medicine'],"['Immunology', 'Rheumatology', 'Internal Medicine']","['Rheumatology', 'Internal Medicine']",['ASCI'],[],[],,
1970,John,C.,McGiff,[],[],[],['ASCI'],[],[],,
1970,Robert,Y.,Moore,[],[],[],['ASCI'],[],[],,
1970,Frank,A,Oski,[],[],[],['ASCI'],[],[],,
1970,Robin,D,Powell,[],[],[],['ASCI'],[],[],,
1970,Donald,J,Reis,[],[],[],['ASCI'],[],[],,
1970,Ronald,F,Rieder,[],[],[],['ASCI'],[],[],,
1970,Stephen,H,Robinson,[],[],[],['ASCI'],[],[],,
1970,Ora,M.,Rosen,[],[],[],['ASCI'],[],[],,
1970,Robert,J,Ryan,[],[],[],['ASCI'],[],[],,
1970,Sandor,S.,Shapiro,[],[],[],['ASCI'],[],[],,
1970,George,,Stamatoyannopoulos,[],[],[],['ASCI'],[],[],,
1970,Jurgen,,Steinke,[],[],[],['ASCI'],[],[],,
1970,Philip,Rolf,Steinmetz,[],[],[],['ASCI'],[],[],,
1970,Marvin,,Turck,[],"['Administration', 'Internal Medicine', 'Infectious Disease']","['Internal Medicine', 'Infectious Disease']",['ASCI'],[],[],,
1970,Roger,W,Turkington,[],[],[],['ASCI'],[],[],,
1970,Harvey,J.,Weiss,['Columbia University College of Physicians & Surgeons'],['Hematology'],['Hematology'],['ASCI'],[],[],,
1970,John,B.,West,"['University of California, San Diego, School of Medicine']","['Biomedical Engineering', 'Pulmonology', 'Physiology', 'History of Medicine', 'Environmental Medicine']",['Pulmonology'],['ASCI'],[],[],,
1970,James,G.,White,[],[],[],['ASCI'],[],[],,
1970,E,Douglas,Wigle,[],[],[],['ASCI'],[],[],,
1970,Sheldon,Malcolm,Wolff,[],[],[],['ASCI'],[],[],,
1971,Claude,D.,Arnaud Jr.,[],[],[],['ASCI'],[],[],,
1971,Stephen,M.,Ayres,[],[],[],['ASCI'],[],[],,
1971,Gildon,,Beall,[],[],[],['ASCI'],[],[],,
1971,Norman,H.,Bell,[],[],[],['ASCI'],[],[],,
1971,J.,Claude,Bennett,[],"['Drug Development', 'Rheumatology']",['Rheumatology'],['ASCI'],[],[],,
1971,Michael,,Brain,[],[],[],['ASCI'],[],[],,
1971,George,A.,Bray,['Pennington Biomedical Research Center'],"['Metabolism', 'Endocrinology', 'Administration']","['Metabolism', 'Endocrinology']",['ASCI'],[],[],,
1971,William,T.,Butler,[],[],[],['ASCI'],[],[],,
1971,David,R,Challoner,['University of Florida College of Medicine'],"['Public Policy', 'Metabolism', 'Administration', 'Endocrinology']","['Metabolism', 'Endocrinology']",['ASCI'],[],[],,
1971,Neil,S,Cherniack,[],[],[],['ASCI'],[],[],,
1971,Phin,,Cohen,[],[],[],['ASCI'],[],[],,
1971,Pedro,,Cuatrecasas,[],[],[],['ASCI'],[],[],,
1971,John,H.,Dirks,['University of Toronto Faculty of Medicine'],[],[],['ASCI'],[],[],,
1971,John,,Dupre,['London Health Science Center'],"['Endocrinology', 'Physiology', 'Metabolism']","['Endocrinology', 'Metabolism']",['ASCI'],[],[],,
1971,David,S.,Feingold,['Tufts University School of Medicine'],"['Dermatology', 'Genetics', 'Infectious Disease', 'Internal Medicine']","['Dermatology', 'Genetics', 'Infectious Disease', 'Internal Medicine']",['ASCI'],['Tuft University Affiliates*'],"['Tufts Medical Center', 'Tufts University School of Medicine']",,
1971,Delbert,A.,Fisher,"['Quest Diagnostics', 'University of California, Los Angeles, David Geffen School of Medicine']","['Laboratory Medicine', 'Pediatrics', 'Endocrinology', 'Metabolism', 'Neonatology']","['Laboratory Medicine', 'Pediatrics', 'Endocrinology', 'Metabolism', 'Neonatology']",['ASCI'],[],[],,
1971,Blas,,Frangione,['New York University School of Medicine'],"['Biochemistry', 'Immunology', 'Neurobiology', 'Molecular Biology']",[],['ASCI'],[],[],,
1971,Andrew,G.,Frantz,[],[],[],['ASCI'],[],[],,
1971,Irwin,M.,Freedberg,[],[],[],['ASCI'],[],[],,
1971,Ruth,K,Freinkel,[],[],[],['ASCI'],[],[],,
1971,Henry,G.,Friesen,['University of Manitoba Faculty of Medicine'],['Developmental Biology'],[],['ASCI'],[],[],,
1971,Antonio,M. Jr.,Gotto,['Weill Cornell Medical College'],"['Metabolism', 'Internal Medicine', 'Cardiology', 'Cardiovascular Disease', 'Administration']","['Metabolism', 'Internal Medicine', 'Cardiology', 'Cardiovascular Disease']",['ASCI'],[],[],,
1971,Gary,M,Gray,[],[],[],['ASCI'],[],[],,
1971,Norton,J.,Greenberger,[],[],[],['ASCI'],[],[],,
1971,Scott,M.,Grundy,['University of Texas Southwestern Medical Center'],"['Metabolism', 'Nutrition', 'Internal Medicine', 'Cardiology']","['Metabolism', 'Internal Medicine', 'Cardiology']",['ASCI'],[],[],,
1971,Laurence,A.,Harker,[],[],[],['ASCI'],[],[],,
1971,Donald,H.,Harter,[],[],[],['ASCI'],[],[],,
1971,Sami,,Hashim,['Columbia University College of Physicians & Surgeons'],"['Biochemistry', 'Metabolism', 'Endocrinology', 'Internal Medicine']","['Metabolism', 'Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1971,Robert,,Hillman,['Maine Medical Center'],"['Hematology', 'Oncology', 'Internal Medicine']","['Hematology', 'Internal Medicine']",['ASCI'],[],[],,
1971,William,N.,Kelley,"['University of Pennsylvania Perelman School of Medicine', 'University of Michigan Medical School', 'Duke University School of Medicine']","['Rheumatology', 'Internal Medicine', 'Gene Transfer/Gene Therapy', 'Genetics']","['Rheumatology', 'Internal Medicine', 'Genetics']",['ASCI'],['Duke University Affiliates*'],"['Duke University and Health System', 'Duke University Medical Center', 'Duke University School of Medicine', 'Duke-NUS Medical School']",,
1971,Jerome,,Kowal,[],[],[],['ASCI'],[],[],,
1971,G.,Richard,Lee,['University of Utah School of Medicine'],"['Hematology', 'Administration']",['Hematology'],['ASCI'],[],[],,
1971,James,,Lee,[],[],[],['ASCI'],[],[],,
1971,Donald,J.,Massaro,[],[],[],['ASCI'],[],[],,
1971,Shaul,G.,Massry,['University of Southern California Keck School of Medicine'],"['Endocrinology', 'General Medicine', 'Hypertension', 'Nephrology', 'Cell Biology']","['Endocrinology', 'General Medicine', 'Nephrology']",['ASCI'],[],[],,
1971,Thomas,J,Merimee,[],[],[],['ASCI'],[],[],,
1971,Alfred,F.,Michael,[],[],[],['ASCI'],[],[],,
1971,Arnold,M.,Moses,[],[],[],['ASCI'],[],[],,
1971,John,O.,Parker,[],[],[],['ASCI'],[],[],,
1971,James,B.,Peter,[],[],[],['ASCI'],[],[],,
1971,Constance,Shen,Pittman,[],[],[],['ASCI'],[],[],,
1971,E.,James,Potchen,"['Michigan State University, College of Human Medicine']","['Neurobiology', 'Pulmonology', 'Informatics', 'Public Policy', 'Oncology', 'Biophysics', 'Biomedical Engineering', 'Health services research', 'Cardiovascular Disease']","['Pulmonology', 'Informatics', 'Cardiovascular Disease']",['ASCI'],[],[],,
1971,Richard,S,Rivlin,['American Health Foundation'],"['Endocrinology', 'Biochemistry', 'Administration', 'Metabolism']","['Endocrinology', 'Metabolism']",['ASCI'],[],[],,
1971,Harold,R.,Roberts,[],[],[],['ASCI'],[],[],,
1971,Naomi,F.,Rothfield,['University of Connecticut School of Medicine'],['Rheumatology'],['Rheumatology'],['ASCI'],[],[],,
1971,Herbert,A.,Saltzman,[],[],[],['ASCI'],[],[],,
1971,Edwin,W,Salzman,[],[],[],['ASCI'],[],[],,
1971,I,Michael,Samloff,[],[],[],['ASCI'],[],[],,
1971,Peter,H.,Schur,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Genetics', 'Epidemiology', 'Immunology', 'Rheumatology', 'Allergy', 'Internal Medicine']","['Genetics', 'Rheumatology', 'Allergy', 'Internal Medicine']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1971,Stephen,B.,Shohet,"['University of California, San Francisco, School of Medicine']","['Biophysics', 'Hematology']",['Hematology'],['ASCI'],[],[],,
1971,Gregory,W,Siskind,[],[],[],['ASCI'],[],[],,
1971,David,H,Smith,[],[],[],['ASCI'],[],[],,
1971,Alan,,Solomon,"['University of Tennessee, Graduate School of Medicine']","['Oncology', 'Hematology']",['Hematology'],['ASCI'],['University of Tennessee Affiliates*'],"['University of Tennessee Health Science Center', 'University of Tennessee, Graduate School of Medicine', 'University of Tennessee, Memphis College of Medicine']",,
1971,Arthur,A.,Spector,[],[],[],['ASCI'],[],[],,
1971,Wadi,N.,Suki,['Baylor College of Medicine'],"['Internal Medicine', 'Nephrology']","['Internal Medicine', 'Nephrology']",['ASCI'],[],[],,
1971,Karl,E,Sussman,[],[],[],['ASCI'],[],[],,
1971,William,D.,Terry,"[""Harvard Medical School, Brigham & Women's Hospital""]",[],[],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1971,David,,Zakim,[],[],[],['ASCI'],[],[],,
1971,Barnett,,Zumoff,['Mount Sinai Beth Israel'],"['Public Policy', 'Endocrinology', 'Preventive Medicine', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],['Mount Sinai Affiliates*'],"['Mount Sinai Hospital, Toronto', 'Icahn School of Medicine at Mount Sinai', 'Mount Sinai Beth Israel', 'Samuel Lunenfeld Research Institute of Mount Sinai Hospital']",,
1972,David,H.,Alpers,['Washington University School of Medicine in St. Louis'],"['Gastroenterology', 'Cell Biology', 'Nutrition', 'Drug Development', 'Physiology']",['Gastroenterology'],['ASCI'],[],[],,
1972,Thomas,E,Andreoli,[],[],[],['ASCI'],[],[],,
1972,Clyde,Wayne,Bardin,[],[],[],['ASCI'],[],[],,
1972,J.,Thomas,Bigger,[],[],[],['ASCI'],[],[],,
1972,Barry,M.,Brenner,"[""Harvard Medical School, Brigham & Women's Hospital""]","['Biophysics', 'Hypertension', 'Nephrology', 'Physiology', 'Administration', 'Molecular Biology', 'Internal Medicine', 'Cell Biology']","['Nephrology', 'Internal Medicine']",['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1972,Ward,E,Bullock,[],[],[],['ASCI'],[],[],,
1972,H.,Franklin,Bunn,"[""Harvard Medical School, Brigham & Women's Hospital""]",[],[],['ASCI'],['Harvard University Affiliates*'],"['Broad Institute of Harvard and M.I.T.', 'Harvard Medical School', 'Harvard Medical School, Beth Israel Deaconess Medical Center', ""Harvard Medical School, Boston Children's Hospital"", ""Harvard Medical School, Brigham & Women's Hospital"", 'Harvard Medical School, Center For Blood Research', 'Harvard Medical School, Dana-Farber Cancer Institute', 'Harvard Medical School, Joslin Diabetes Center', 'Harvard Medical School, Massachusetts General Hospital', 'Harvard School of Public Health', 'Mount Auburn Hospital', 'Mass General Brigham']",,
1972,Ralph,,Cavalieri,[],[],[],['ASCI'],[],[],,
1972,Paul,A.,Chervenick,['University of South Florida Morsani College of Medicine'],"['Hematology', 'Oncology', 'Cell Biology']",['Hematology'],['ASCI'],[],[],,
1972,Jack,W,Coburn,[],[],[],['ASCI'],[],[],,
1972,Stanley,N.,Cohen,[],[],[],['ASCI'],[],[],,
1972,Robert,W.,Colman,"['Temple University, Lewis Katz School of Medicine']","['Thromboembolism', 'Cell Biology', 'Biochemistry', 'Molecular Biology', 'Hematology', 'Laboratory Medicine', 'Biomedical Engineering']","['Hematology', 'Laboratory Medicine']",['ASCI'],[],[],,
1972,Max,D.,Cooper,"['Howard Hughes Medical Institute', 'Emory University School of Medicine']","['Pathology', 'Allergy', 'Genetics', 'Developmental Biology', 'Cell Biology', 'Microbiology', 'Pediatrics', 'Immunology']","['Pathology', 'Allergy', 'Genetics', 'Microbiology', 'Pediatrics']",['ASCI'],[],[],,
1972,Robert,B.,Couch,['Baylor College of Medicine'],"['Virology', 'Immunology', 'Internal Medicine', 'Infectious Disease']","['Internal Medicine', 'Infectious Disease']",['ASCI'],[],[],,
1972,Frank,,Davidoff,[],"['Health services research', 'Endocrinology', 'Internal Medicine', 'Epidemiology']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1972,Vincent,T.,DeVita,['Yale School of Medicine'],"['Administration', 'Internal Medicine', 'Oncology', 'Hematology', 'Bone marrow transplantation']","['Internal Medicine', 'Hematology', 'Bone marrow transplantation']",['ASCI'],[],[],,
1972,Harry,A.,Fozzard,[],[],[],['ASCI'],[],[],,
1972,Lawrence,A.,Frohman,[],[],[],['ASCI'],[],[],,
1972,Irma,,Gigli,"['University of Texas Health Science Center at Houston', 'University of California, San Diego, School of Medicine']","['Infectious Disease', 'Allergy', 'Immunology', 'Dermatology', 'Administration', 'Internal Medicine']","['Infectious Disease', 'Allergy', 'Dermatology', 'Internal Medicine']",['ASCI'],['University of Texas at Houston Affiliates*'],"['University of Texas Health Science Center at Houston', 'University of Texas Medical School at Houston']",,
1972,John,Russell,Gill,[],[],[],['ASCI'],[],[],,
1972,Sid,,Gilman,['University of Michigan Medical School'],['Neurology'],['Neurology'],['ASCI'],[],[],,
1972,Seymour,M.,Glick,['Ben Gurion University'],"['Bioethics', 'Endocrinology', 'General Medicine', 'Public Policy', 'Internal Medicine']","['Endocrinology', 'General Medicine', 'Internal Medicine']",['ASCI'],[],[],,
1972,John,A.,Glomset,[],[],[],['ASCI'],[],[],,
1972,David,,Gocke,"['Rutgers, Robert Wood Johnson Medical School']","['Infectious Disease', 'Immunology', 'Hepatology', 'Administration', 'Internal Medicine']","['Infectious Disease', 'Hepatology', 'Internal Medicine']",['ASCI'],['Rutgers University Affiliates*'],"['Rutgers, New Jersey Medical School', 'Rutgers, Robert Wood Johnson Medical School', 'Rutgers, The State University of New Jersey']",,
1972,A,David,Goodman,[],[],[],['ASCI'],[],[],,
1972,Howard,M.,Grey,[],[],[],['ASCI'],[],[],,
1972,Jerome,,Hershman,"['University of California, Los Angeles, David Geffen School of Medicine']","['Endocrinology', 'Internal Medicine']","['Endocrinology', 'Internal Medicine']",['ASCI'],[],[],,
1972,John,O.,Holloszy,[],[],[],['ASCI'],[],[],,
1972,Albert,L,Jones,[],[],[],['ASCI'],[],[],,
1972,Young,S.,Kim,"['VAMC San Francisco', 'University of California, San Francisco, School of Medicine']","['Oncology', 'Microbiology', 'Cell Biology', 'Gastroenterology']","['Microbiology', 'Gastroenterology']",['ASCI'],['VAMC Affiliates*'],"['VAMC Bedford, MA', 'VAMC Denver', 'VAMC Memphis', 'VAMC Miami', 'VAMC Minneapolis', 'VAMC San Diego', 'VAMC San Francisco', 'VAMC Seattle', 'VAMC Tucson', 'Veterans Administration Medical Center (Pittsburgh)', 'Veterans Health Administration']",,
1972,Daniel,V.,Kimberg,[],[],[],['ASCI'],[],[],,
1972,Abbas,E.,Kitabchi,[],[],[],['ASCI'],[],[],,
1972,Robert,A.,Kreisberg,[],[],[],['ASCI'],[],[],,
1972,E,Carwile,Le Roy,[],[],[],['ASCI'],[],[],,
1972,Robert,S.,Lees,[],[],[],['ASCI'],[],[],,
1972,Richard,D.,Levere,[],[],[],['ASCI'],[],[],,
1972,John,R.,Little,[],[],[],['ASCI'],[],[],,
1972,Daniel,H.,Mintz,[],[],[],['ASCI'],[],[],,
1972,Michael,W.,Mosesson,['Blood Center of Southeastern Wisconsin'],"['Molecular Biology', 'Biochemistry', 'Hematology']",['Hematology'],['ASCI'],[],[],,
1972,Ursula,,Muller-Eberhard,[],[],[],['ASCI'],[],[],,
1972,Walter,E,Nance,[],[],[],['ASCI'],[],[],,
1972,Charles,Y.C.,Pak,['University of Texas Southwestern Medical Center'],"['Metabolism', 'Nephrology', 'Endocrinology']","['Metabolism', 'Nephrology', 'Endocrinology']",['ASCI'],[],[],,
1972,William,Erwin,Paul,[],[],[],['ASCI'],[],[],,
1972,Alan,K.,Pierce,[],[],[],['ASCI'],[],[],,
1972,Richard,E,Rieselbach,[],[],[],['ASCI'],[],[],,
1972,Irwin,H.,Rosenberg,['Tufts University School of Medicine'],"['Administration', 'Gastroenterology', 'Public Policy']",['Gastroenterology'],['ASCI'],['Tuft University Affiliates*'],"['Tufts Medical Center', 'Tufts University School of Medicine']",,
1972,Arthur,H.,Rubenstein,['University of Pennsylvania Perelman School of Medicine'],"['Administration', 'Endocrinology', 'Metabolism', 'Diabetes', 'Internal Medicine']","['Endocrinology', 'Metabolism', 'Diabetes', 'Internal Medicine']",['ASCI'],[],[],,
1972,Walter,,Rubin,[],[],[],['ASCI'],[],[],,
1972,Leon,D.,Sabath,[],[],[],['ASCI'],[],[],,
1972,Charles,V.,Sanders,[],[],[],['ASCI'],[],[],,
1972,David,R.,Saunders,[],[],[],['ASCI'],[],[],,
1972,Robert,W.,Schrier,[],[],[],['ASCI'],[],[],,
1972,Stanley,L.,Schrier,[],[],[],['ASCI'],[],[],,
1972,Louis,,Sherwood,[],[],[],['ASCI'],[],[],,
1972,Burton,E,Sobel,[],[],[],['ASCI'],[],[],,
1972,Robert,M,Stroud,[],[],[],['ASCI'],[],[],,
1972,Louis,W.,Sullivan,['Morehouse School of Medicine'],[],[],['ASCI'],[],[],,
1972,Martin,I.,Surks,['Albert Einstein College of Medicine of Yeshiva University'],"['Internal Medicine', 'Endocrinology']","['Internal Medicine', 'Endocrinology']",['ASCI'],[],[],,
1972,Phillip,D,Swanson,[],[],[],['ASCI'],[],[],,
1972,David,M,Young,[],[],[],['ASCI'],[],[],,
